date,symbol,close
2024-01-02,510300,19.683936
2024-01-03,510300,19.8479367936
2024-01-04,510300,20.012002400159997
2024-01-05,510300,20.17613283904515
2024-01-08,510300,20.34032812962576
2024-01-09,510300,19.703627811149268
2024-01-10,510300,19.867792671156305
2024-01-11,510300,20.032022408962234
2024-01-12,510300,20.19631704395158
2024-01-15,510300,20.360676595514025
2024-01-16,510300,19.72333932198799
2024-01-17,510300,19.88766841253411
2024-01-18,510300,20.05206244578288
2024-01-19,510300,20.216521441138212
2024-01-22,510300,20.38104541800919
2024-01-23,510300,19.743070552223724
2024-01-24,510300,19.907564037605177
2024-01-25,510300,20.07212253065796
2024-01-26,510300,20.236746050805404
2024-01-29,510300,20.401434617476006
2024-01-30,510300,19.762821521583767
2024-01-31,510300,19.92747956626116
2024-02-01,510300,20.09220268364356
2024-02-02,510300,20.256990893173732
2024-02-05,510300,20.421844214299608
2024-02-06,510300,19.782592249815146
2024-02-07,510300,19.947415018413604
2024-02-08,510300,20.112302924815815
2024-02-09,510300,20.277255988483983
2024-02-12,510300,20.442274228885505
2024-02-13,510300,19.802382756684626
2024-02-14,510300,19.96737041399398
2024-02-15,510300,20.132423274270945
2024-02-16,510300,20.297541356997208
2024-02-19,510300,20.462724681659626
2024-02-20,510300,19.822193061978762
2024-02-21,510300,19.987345772953688
2024-02-22,510300,20.152563752125282
2024-02-23,510300,20.317847018994712
2024-02-26,510300,20.48319559306834
2024-02-27,510300,19.842023185503898
2024-02-28,510300,20.007341115264097
2024-02-29,510300,20.17272437851527
2024-03-01,510300,20.3381729947781
2024-03-04,510300,20.503686983578458
2024-03-05,510300,19.86187314708619
2024-03-06,510300,20.027356460916543
2024-03-07,510300,20.192905173597506
2024-03-08,510300,20.358519304669283
2024-03-11,510300,20.524198873677282
2024-03-12,510300,19.881742966571636
2024-03-13,510300,20.04739182992239
2024-03-14,510300,20.21310615754876
2024-03-15,510300,20.37888596901051
2024-03-18,510300,20.5447312838726
2024-03-19,510300,19.90163266382609
2024-03-20,510300,20.06744724231299
2024-03-21,510300,20.23332735056598
2024-03-22,510300,20.399273008164382
2024-03-25,510300,20.56528423469273
2024-03-26,510300,19.92154225873527
2024-03-27,510300,20.087522718139756
2024-03-28,510300,20.253568772866313
2024-03-29,510300,20.419680442513855
2024-04-01,510300,20.5858577466865
2024-04-02,510300,19.94147177120479
2024-04-03,510300,20.107618277474145
2024-04-04,510300,20.273830444687135
2024-04-05,510300,20.44010829246228
2024-04-08,510300,20.606451840423322
2024-04-09,510300,19.961421221160176
2024-04-10,510300,20.127733940407698
2024-04-11,510300,20.294112386286066
2024-04-12,510300,20.460556578433433
2024-04-15,510300,20.62706653649316
2024-04-16,510300,19.9813906285469
